,IDfg,Season,Name,PA,OBP,O-Swing%,Z-Swing%,Swing%,Zone%,IDrs
41,15,2008,Troy Glaus,637,0.372,0.153,0.633,0.392,0.498,glaut001
56,166,2008,Brian Roberts,704,0.378,0.183,0.624,0.409,0.513,robeb003
67,5015,2008,Melvin Upton Jr.,640,0.383,0.147,0.648,0.4,0.505,uptob001
5,6274,2008,Carlos Quentin,569,0.394,0.253,0.74,0.485,0.476,quenc001
17,1002,2008,Aramis Ramirez,645,0.38,0.25,0.7,0.47,0.488,ramia001
30,3410,2008,Ryan Braun,663,0.335,0.3379999999999999,0.6759999999999999,0.505,0.495,braur002
3,369,2008,Milton Bradley,510,0.436,0.2019999999999999,0.7240000000000001,0.447,0.47,bradm001
21,1875,2008,Josh Hamilton,704,0.371,0.342,0.8059999999999999,0.551,0.452,hamij003
69,1677,2008,Shane Victorino,627,0.352,0.283,0.599,0.447,0.52,victs001
106,1101,2008,Ichiro Suzuki,749,0.361,0.284,0.636,0.456,0.489,suzui001
34,3442,2008,Dan Uggla,619,0.36,0.201,0.653,0.421,0.487,uggld001
39,1392,2008,Mark DeRosa,593,0.376,0.2019999999999999,0.6629999999999999,0.432,0.5,derom001
119,4727,2008,Jacoby Ellsbury,609,0.336,0.258,0.586,0.432,0.529,ellsj001
42,4747,2008,Curtis Granderson,629,0.365,0.196,0.585,0.392,0.503,granc001
27,990,2008,Brian Giles,653,0.398,0.172,0.649,0.3979999999999999,0.473,gileb002
15,1213,2008,Aubrey Huff,661,0.36,0.257,0.619,0.431,0.48,huffa001
64,3797,2008,J.J. Hardy,629,0.343,0.231,0.5760000000000001,0.412,0.525,hardj003
70,1070,2008,Mike Cameron,508,0.331,0.175,0.633,0.406,0.504,camem001
99,639,2008,Adrian Beltre,612,0.327,0.331,0.6809999999999999,0.493,0.461,belta001
120,8259,2008,Kurt Suzuki,588,0.346,0.191,0.6,0.406,0.527,suzuk001
52,847,2008,Alfonso Soriano,503,0.344,0.372,0.7190000000000001,0.529,0.4529999999999999,soria001
33,934,2008,Carlos Pena,607,0.377,0.205,0.7070000000000001,0.439,0.467,penac001
55,3190,2008,Nate McLouth,685,0.356,0.213,0.5710000000000001,0.395,0.508,mclon001
51,185,2008,Johnny Damon,623,0.375,0.1889999999999999,0.617,0.415,0.527,damoj001
35,4314,2008,Joey Votto,589,0.368,0.244,0.728,0.481,0.49,vottj001
82,1760,2008,Cody Ross,506,0.316,0.283,0.6629999999999999,0.473,0.502,rossc001
83,826,2008,Derek Jeter,668,0.363,0.2319999999999999,0.72,0.477,0.503,jeted001
22,6265,2008,Andre Ethier,596,0.375,0.249,0.626,0.436,0.498,ethia001
46,1737,2008,Justin Morneau,712,0.374,0.303,0.6659999999999999,0.476,0.475,mornj001
73,1738,2008,Jhonny Peralta,664,0.331,0.272,0.73,0.501,0.499,peraj001
80,5631,2008,Matt Kemp,657,0.34,0.307,0.726,0.518,0.504,kempm001
130,766,2008,Orlando Cabrera,730,0.334,0.2319999999999999,0.638,0.4479999999999999,0.5329999999999999,cabro001
126,1580,2008,Chone Figgins,520,0.367,0.157,0.575,0.376,0.525,figgc001
49,1908,2008,Adrian Gonzalez,700,0.361,0.2769999999999999,0.693,0.472,0.4679999999999999,gonza003
63,157,2008,Melvin Mora,570,0.342,0.264,0.6509999999999999,0.461,0.508,moram002
20,1717,2008,Jason Bay,670,0.373,0.201,0.578,0.3879999999999999,0.496,bay-j001
43,3707,2008,Geovany Soto,563,0.364,0.195,0.64,0.418,0.501,sotog001
38,1658,2008,Xavier Nady,607,0.357,0.304,0.728,0.517,0.502,nadyx001
95,1176,2008,Placido Polanco,629,0.35,0.2339999999999999,0.606,0.426,0.518,polap001
90,3811,2008,Ryan Theriot,661,0.387,0.184,0.58,0.3929999999999999,0.527,therr001
112,7781,2008,Akinori Iwamura,707,0.349,0.181,0.647,0.417,0.506,iwama001
128,1555,2008,Marco Scutaro,592,0.341,0.155,0.634,0.411,0.535,scutm001
59,607,2008,Raul Ibanez,707,0.358,0.257,0.6809999999999999,0.462,0.485,ibanr001
57,5997,2008,Conor Jackson,612,0.376,0.2239999999999999,0.649,0.435,0.497,jackc002
94,8252,2008,Hunter Pence,642,0.318,0.305,0.7140000000000001,0.509,0.498,pench001
53,2154,2008,Ryan Howard,700,0.339,0.265,0.737,0.484,0.465,howar001
85,728,2008,Cristian Guzman,612,0.345,0.271,0.623,0.4539999999999999,0.518,guzmc001
89,4191,2008,Yunel Escobar,587,0.366,0.2019999999999999,0.701,0.4479999999999999,0.494,escoy001
135,1443,2008,Mark Ellis,507,0.321,0.217,0.611,0.422,0.521,ellim001
115,791,2008,Brandon Phillips,609,0.312,0.324,0.745,0.531,0.491,philb001
141,4881,2008,Carlos Gomez,614,0.296,0.359,0.675,0.518,0.504,gomec002
31,1744,2008,Miguel Cabrera,684,0.349,0.331,0.688,0.506,0.49,cabrm001
62,1825,2008,David DeJesus,577,0.366,0.235,0.583,0.411,0.507,dejed001
76,2521,2008,Jorge Cantu,685,0.327,0.318,0.703,0.508,0.494,cantj001
72,2234,2008,Kelly Johnson,614,0.349,0.254,0.6809999999999999,0.4679999999999999,0.501,johnk003
86,5209,2008,Alex Gordon,571,0.351,0.238,0.6829999999999999,0.456,0.49,gorda001
26,818,2008,Jason Giambi,565,0.373,0.1889999999999999,0.632,0.402,0.48,giamj001
54,1297,2008,Carlos Delgado,686,0.353,0.303,0.735,0.502,0.462,delgc001
58,525,2008,Derrek Lee,698,0.361,0.1989999999999999,0.6629999999999999,0.428,0.493,lee-d002
68,731,2008,Torii Hunter,608,0.344,0.28,0.742,0.505,0.486,huntt001
107,1286,2008,Michael Young,708,0.339,0.207,0.701,0.465,0.523,younm003
123,941,2008,Miguel Tejada,666,0.314,0.34,0.706,0.526,0.508,tejam001
36,949,2008,Pat Burrell,645,0.367,0.1939999999999999,0.64,0.412,0.488,burrp001
75,719,2008,Casey Blake,601,0.345,0.258,0.584,0.423,0.507,blakc001
78,4693,2008,Fred Lewis,521,0.351,0.185,0.644,0.428,0.529,lewif001
104,3114,2008,Jose Lopez,687,0.322,0.2739999999999999,0.64,0.465,0.521,lopej003
105,3882,2008,Chris Young,699,0.315,0.1969999999999999,0.586,0.3939999999999999,0.508,younc004
125,5995,2008,Kevin Kouzmanoff,668,0.299,0.352,0.768,0.5579999999999999,0.496,kouzk001
44,1564,2008,Jack Cust,598,0.375,0.153,0.628,0.381,0.481,custj001
81,3469,2008,Luke Scott,536,0.336,0.241,0.731,0.486,0.5,scotl001
102,1849,2008,Rickie Weeks Jr.,560,0.342,0.191,0.613,0.405,0.506,weekr001
40,778,2008,Vladimir Guerrero,600,0.365,0.4379999999999999,0.8170000000000001,0.591,0.4039999999999999,guerv001
65,4251,2008,Stephen Drew,663,0.333,0.275,0.648,0.4639999999999999,0.506,drews001
140,993,2008,Jason Kendall,587,0.327,0.2269999999999999,0.561,0.408,0.542,kendj001
91,3704,2008,Skip Schumaker,594,0.359,0.27,0.654,0.472,0.527,schus001
25,248,2008,Magglio Ordonez,623,0.376,0.218,0.755,0.493,0.512,ordom001
47,409,2008,Jim Thome,602,0.362,0.19,0.6459999999999999,0.3989999999999999,0.4589999999999999,thomj002
103,24,2008,Bengie Molina,569,0.322,0.3979999999999999,0.747,0.5720000000000001,0.499,molib001
50,945,2008,Bobby Abreu,684,0.371,0.165,0.528,0.354,0.521,abreb001
66,2151,2008,Edwin Encarnacion,582,0.34,0.245,0.6629999999999999,0.4539999999999999,0.498,encae001
84,1617,2008,Lyle Overbay,630,0.358,0.192,0.6409999999999999,0.414,0.495,overl001
132,6368,2008,Adam Jones,514,0.311,0.35,0.691,0.525,0.514,jonea003
29,911,2008,Jermaine Dye,645,0.344,0.242,0.643,0.444,0.505,dye-j001
110,2,2008,Garret Anderson,593,0.325,0.3339999999999999,0.6409999999999999,0.485,0.493,andeg001
109,3263,2008,Kosuke Fukudome,590,0.359,0.196,0.618,0.408,0.504,fukuk001
45,4613,2008,Prince Fielder,694,0.372,0.276,0.705,0.467,0.445,fielp001
61,1904,2008,Adam LaRoche,554,0.341,0.225,0.6609999999999999,0.441,0.496,laroa001
142,3692,2008,Jack Hannahan,501,0.305,0.198,0.634,0.417,0.502,hannj001
143,1818,2008,Bobby Crosby,605,0.296,0.2319999999999999,0.638,0.434,0.497,crosb002
97,7619,2008,Mark Reynolds,613,0.32,0.2339999999999999,0.6970000000000001,0.4639999999999999,0.497,reynm001
129,746,2008,A.J. Pierzynski,570,0.312,0.402,0.743,0.5720000000000001,0.497,piera001
127,3123,2008,Gregor Blanco,519,0.366,0.187,0.602,0.3979999999999999,0.508,blang001
111,4599,2008,Nick Swisher,588,0.332,0.186,0.595,0.382,0.478,swisn001
136,1178,2008,Edgar Renteria,547,0.317,0.271,0.6809999999999999,0.491,0.536,rente001
92,5133,2008,Alexei Ramirez,509,0.317,0.408,0.762,0.585,0.501,ramia003
118,1930,2008,Casey Kotchman,573,0.328,0.2789999999999999,0.688,0.481,0.492,kotcc001
113,1945,2008,Corey Hart,657,0.3,0.313,0.741,0.5379999999999999,0.527,hartc001
108,254,2008,Aaron Rowand,611,0.339,0.308,0.7070000000000001,0.497,0.475,rowaa001
133,918,2008,Ramon Hernandez,507,0.308,0.231,0.6729999999999999,0.4589999999999999,0.516,hernr002
137,5928,2008,Daric Barton,523,0.327,0.162,0.634,0.405,0.515,bartd001
19,319,2008,Adam Dunn,651,0.386,0.17,0.65,0.3879999999999999,0.456,dunna001
74,2161,2008,Jason Kubel,517,0.335,0.226,0.6459999999999999,0.435,0.498,kubej002
139,1624,2008,Freddy Sanchez,608,0.298,0.3279999999999999,0.652,0.494,0.514,sancf001
87,242,2008,Paul Konerko,514,0.344,0.233,0.647,0.436,0.492,konep001
114,1311,2008,Felipe Lopez,532,0.343,0.191,0.606,0.4,0.503,lopef001
93,1790,2008,Garrett Atkins,664,0.328,0.187,0.625,0.42,0.5329999999999999,atkig001
134,3269,2008,Robinson Cano,634,0.305,0.304,0.7090000000000001,0.518,0.527,canor001
138,8585,2008,Yuniesky Betancourt,590,0.3,0.327,0.7020000000000001,0.52,0.513,betay001
146,6387,2008,Michael Bourn,514,0.288,0.2189999999999999,0.596,0.416,0.522,bourm001
116,6441,2008,Lastings Milledge,587,0.33,0.308,0.6759999999999999,0.493,0.502,milll002
121,7208,2008,Jeremy Hermida,559,0.323,0.275,0.595,0.432,0.491,hermj001
101,6319,2008,Ryan Garko,563,0.346,0.208,0.6609999999999999,0.442,0.517,garkr001
124,529,2008,Kevin Millar,610,0.323,0.213,0.632,0.423,0.501,millk005
145,1876,2008,Willy Taveras,538,0.308,0.208,0.605,0.421,0.5379999999999999,tavew001
131,4511,2008,Mark Teahen,623,0.313,0.261,0.6809999999999999,0.476,0.511,teahm001
100,4556,2008,James Loney,651,0.338,0.26,0.626,0.449,0.515,lonej001
98,327,2008,Ken Griffey Jr.,575,0.353,0.221,0.653,0.422,0.465,grifk002
23,1885,2008,Brad Hawpe,569,0.381,0.233,0.7340000000000001,0.48,0.494,hawpb001
122,57,2008,Jose Guillen,633,0.3,0.304,0.741,0.525,0.506,guilj001
117,2140,2008,Delmon Young,623,0.336,0.38,0.795,0.5820000000000001,0.487,yound003
96,2231,2008,Mike Jacobs,519,0.299,0.3379999999999999,0.7509999999999999,0.5379999999999999,0.485,jacom001
144,4792,2008,Jeff Francoeur,653,0.294,0.353,0.763,0.551,0.484,franj004
